EAN|DESCRIPTION
9780449813225|<P><b><b>Don&rsquo;t miss the latest book from the author of&#160;<i>Eragon</i>,&#160;<i>The Fork, the Witch, and the Worm&#58; Tales from Alaga&euml;sia</i>, coming December 31, 2018!</b>&#160;<br><br>The boxed set collection of the worldwide fantasy phenomenon has a brand-new look that showcases new interlocking art across the spines of the books!</b><br><br>&#160;<br>The Inheritance cycle is the unforgettable, worldwide bestselling saga of one boy, one dragon, and a world of adventure. When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy nearly as old as the Empire itself. Overnight his simple life is shattered, and he and his dragon, Saphira, are thrust into a perilous new world of destiny, magic, and power.&#160;Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands. . . .</p>
9780515157093|<P>This deluxe edition of&#160;<i>Christmas Fun Mad Libs</i>&#160;features a festive, full-color interior and bright and shiny red and green foil on the cover. It's the perfect stocking stuffer for kids and adults who can't get enough Christmas fun!
9780062866561|<P><b>Longlisted for the National Book Award for Young People's Literature!</b></p><P><b>From the&#160;<i>New York Times&#160;</i>and&#160;<i>USA Today&#160;</i>bestselling author of the Shatter Me series comes a powerful, heartrending contemporary novel about</b><b>&#160;fear,&#160;first</b><b>&#160;love,&#160;and the devastating impact of prejudice.</b></p><P>It&#8217;s 2002, a year after 9/11. It&#8217;s an extremely turbulent time politically, but especially so for someone like Shirin, a sixteen-year-old Muslim girl who&#8217;s tired of being stereotyped.</p><P>Shirin is never surprised by how horrible people can be. She&#8217;s tired of the&#160;rude stares, the degrading comments&#8212;even the physical violence&#8212;she endures as a result of her race, her religion, and the hijab she wears every day.&#160;So she&#8217;s built up protective walls and refuses to let anyone close enough to hurt her. Instead, she drowns her frustrations in music and spends her&#160;afternoons break-dancing with her brother.</p><P>But then she meets Ocean James. He&#8217;s the first person in forever who really seems to want to get to know Shirin. It terrifies her&#8212;they seem to come from two irreconcilable worlds&#8212;and Shirin has had her guard up for so long that she&#8217;s not sure she&#8217;ll ever be able to let it down.</p>
9780374169947|<p><b>From the iconic musicians Tegan and Sara comes a memoir about high school, detailing their first loves and first songs in a compelling look back at their humble beginnings</b><br><i></i><br><i>High School</i> is the revelatory and unique coming-of-age story of Sara and Tegan Quin, identical twins from Calgary, Alberta, who grew up at the height of grunge and rave culture in the nineties, well before they became the celebrated musicians and global LGBTQ icons we know today. While grappling with their identity and sexuality, often alone, they also faced academic meltdown, their parents&rsquo; divorce, and the looming pressure of what might come after high school. Written in alternating chapters from both Tegan's and Sara&rsquo;s points of view, the book is a raw account of the drugs, alcohol, love, music, and friendship they explored in their formative years. </p><p>A transcendent story of first loves and first songs, <i>High School </i>captures the tangle of discordant and parallel memories of two sisters who grew up in distinct ways even as they lived just down the hall from each another. This is the origin story of Tegan and Sara.</p>
9780448494524|<P><b>BOOK THREE IN THE<i> NEW YORK TIMES</i> BESTSELLING SERIES<br><br>"Thrilling and hard to put down, readers will absolutely devour Tahir's latest." &#151;BuzzFeed<br><br>An <i>Entertainment Weekly</i> Summer Reads pick!<br><br>"The perfect summer read." &#151;<i>The Washington Post</i><br><br>The highly anticipated third book in #1 <i>New York Times</i> bestselling author Sabaa Tahir's EMBER QUARTET.</b><br><br>Beyond the Martial Empire and within it, the threat of war looms ever larger.<br><br>Helene Aquilla, the Blood Shrike, is desperate to protect her sister's life and the lives of everyone in the Empire. But she knows that danger lurks on all sides&#58; Emperor Marcus, haunted by his past, grows increasingly unstable and violent, while Keris Veturia, the ruthless Commandant, capitalizes on the Emperor's volatility to grow her own power&#151;regardless of the carnage she leaves in her path. <br><br>Far to the east, Laia of Serra knows the fate of the world lies not in the machinations of the Martial court, but in stopping the Nightbringer. But in the hunt to bring him down, Laia faces unexpected threats from those she hoped would help her, and is drawn into a battle she never thought she'd have to fight. <br><br>And in the land between the living and the dead, Elias Veturius has given up his freedom to serve as Soul Catcher. But in doing so, he has vowed himself to an ancient power that demands his complete surrender&#151;even if that means abandoning the woman he loves.
9780062323460|<P>Carrie La Seur makes her remarkable debut with <i>The Home Place</i>, a mesmerizing, emotionally evocative, and atmospheric literary novel in the vein of <i>The House Girl</i> and <i>A Land More Kind Than Home</i>, in which a successful lawyer is pulled back into her troubled family&#8217;s life in rural Montana in the wake of her sister&#8217;s death.<P>The only Terrebonne who made it out, Alma thought she was done with Montana, with its bleak winters and stifling ways. But an unexpected call from the local police takes the successful lawyer back to her provincial hometown and pulls her into the family trouble she thought she&#8217;d left far behind&#58; Her lying, party-loving sister, Vicky, is dead. Alma is told that a very drunk Vicky had wandered away from a party and died of exposure after a night in the brutal cold. But when Alma returns home to bury Vicky and see to her orphaned niece, she discovers that the death may not have been an accident.<P><i>The Home Place</i> is a story of secrets that will not lie still, human bonds that will not break, and crippling memories that will not be silenced. It is a story of rural towns and runaways, of tensions corporate and racial, of childhood trauma and adolescent betrayal, and of the guilt that even forgiveness cannot ease. Most of all, this is a story of the place we carry in us always&#58; home.<P>
9780152057800|Paul Fisher's older brother has always been the football-playing hero of the family. But when the Fishers move to Tangerine, Florida, Paul enters a place where weird is normal. And suddenly the blind can see. Bloor was featured as a "Publishers Weekly" "Flying Starts" author in 1997; "Tangerine" was named a 1997 "American Bookseller" Pick of the Lists, an ALA Top-Ten Best Book, a "Horn Book" Fanfare Book, a "Publishers Weekly" Best Book of the Year, and an Edgar Award nominee.
9780062839268|<P><b>#1<i> Wall Street Journal</i> Bestseller</br></b><b><i>New York Times </i>Bestseller</br></b><b><i>USA Today </i>Bestseller</b></p><P>The team behind How Google Works returns with management lessons from legendary coach and business executive, Bill Campbell, whose mentoring of some of our most successful modern entrepreneurs has helped create well over a trillion dollars in market value.</br></br>Bill Campbell played an instrumental role in the growth of several prominent companies, such as Google, Apple, and Intuit, fostering deep relationships with Silicon Valley visionaries, including Steve Jobs, Larry Page, and Eric Schmidt. In addition, this business genius mentored dozens of other important leaders on both coasts, from entrepreneurs to venture capitalists to educators to football players, leaving behind a legacy of growing companies, successful people, respect, friendship, and love after his death in 2016.</p><P>Leaders at Google for over a decade, Eric Schmidt, Jonathan Rosenberg, and Alan Eagle experienced firsthand how the man fondly known as Coach Bill built trusting relationships, fostered personal growth&#8212;even in those at the pinnacle of their careers&#8212;inspired courage, and identified and resolved simmering tensions that inevitably arise in fast-moving environments. To honor their mentor and inspire and teach future generations, they have codified his wisdom in this essential guide.</p><P>Based on interviews with over eighty people who knew and loved Bill Campbell, Trillion Dollar Coach explains the Coach&#8217;s principles and illustrates them with stories from the many great people and companies with which he worked. The result is a blueprint for forward-thinking business leaders and managers that will help them create higher performing and faster moving cultures, teams, and companies. </p>
9780393239867|<P><b>Winner of the 2018 James Beard Foundation Book Award (Baking and Desserts)</br></br><br> A <i>New York Times</i> bestseller and named a Best Baking Book of the Year by the <i>Atlantic</i>, the <i>Wall Street Journal</i>, the <i>Chicago Tribune</i>, <i>Bon App&eacute;tit</i>, the <i>New York Times</i>, the <i>Washington Post</i>, <i>Mother Jones</i>, the <i>Boston Globe</i>,<i>USA Today,</i> Amazon, and more.</br></br><br> "The most groundbreaking book on baking in years. Full stop." &#151;<i>Saveur</i></b></p><P>From One-Bowl Devil&rsquo;s Food Layer Cake to a flawless Cherry Pie that&rsquo;s crisp even on the very bottom, <i>BraveTart</i> is a celebration of classic American desserts. Whether down-home delights like Blueberry Muffins and Glossy Fudge Brownies or supermarket mainstays such as Vanilla Wafers and Chocolate Chip Cookie Dough Ice Cream, your favorites are all here. These meticulously tested recipes bring an award-winning pastry chef&rsquo;s expertise into your kitchen, along with advice on how to &ldquo;mix it up&rdquo; with over 200 customizable variations&#151;in short, exactly what you&rsquo;d expect from a cookbook penned by a senior editor at <i>Serious Eats</i>. Yet <i>BraveTart</i> is much more than a cookbook, as Stella Parks delves into the surprising stories of how our favorite desserts came to be, from chocolate chip cookies that predate the Tollhouse Inn to the prohibition-era origins of ice cream sodas and floats. With a foreword by <i>The Food Lab</i>&rsquo;s J. Kenji L&oacute;pez-Alt, vintage advertisements for these historical desserts, and breathtaking photography from Penny De Los Santos, <i>BraveTart</i> is sure to become an American classic.</p>
9780446608817|Alex Cross's pursuit of a killer has quickly produced a suspect--a British diplomat named Geoffrey Shaffer. However proving that Shaffer is the murderer is a difficult challenge. The diplomat engages in a brilliant series of surprising countermoves, in court and out, and Cross and his fiance soon become the targets of a deadly cabal of killers.
9780316426060|<P><b>A <i>NEW YORK TIMES BOOK REVIEW</i> BEST CRIME NOVEL OF THE YEAR</b><br><br> <b>A <i>CrimeReads </i>Best Crime Novel Notable selection </b><br><br> <b>Harry Bosch and LAPD Detective </b> <b>Ren&eacute;e Ballard come together again on the murder case that obsessed Bosch's mentor, the man who trained him&#151;new from #1 <i>New York Times </i>bestselling author Michael Connelly</b> <br> <br>Back when Harry Bosch was just a rookie homicide detective, he had an inspiring mentor who taught him to take the work personally and light the fire of relentlessness for every case. Now that mentor, John Jack Thompson, is dead, and his widow gives Bosch a murder book, one that Thompson took with him when he left the LAPD twenty years before &#151; the unsolved killing of a troubled young man.<br><br>Bosch takes the murder book to Detective Ren&eacute;e Ballard and asks her to help him discover what about this crime lit Thompson's fire all those years ago. As she begins her inqueries &#151; while still working her own cases on the midnight shift &#151; Ballad finds aspects of the initial investigation that just don't add up.<br><br>The bond between Bosch and Ballard tightens as they become a formidable investigation team. And they soon arrive at a disturbing question&#58; Did Thompson steal the murder book to work the case in retirement, or to make sure it never got solved?<br><br>Written with the intense pacing and masterful suspense that have made Michael Connelly "the hard-boiled fiction master of our time" (NPR), <i>The Night Fire</i> continues the unofficial partnership of two fierce detectives determined not to let the fire with burn out.
9780307414144|From a master suspense storyteller and mega-bestselling author comes a new action-packed thriller. A man and a woman, both loners and nomads, meet by chance in a bar. Suddenly they are fleeing--first separately, then together--the long arm of a clandestine, illegal, and increasingly powerful government agency.
9780062484932|<p><strong>Perfect for fans of Raina Telgemeier and Jennifer L. Holm, <em>Invisible Emmie</em> is a humorous and surprising debut graphic novel by Terri Libenson, creator of the internationally syndicated, Reuben Award-winning comic strip <em>The Pajama Diaries</em>.</strong> </p><p>This is the story of two totally different girls&#8212;</br>quiet, shy, artistic Emmie</br>popular, outgoing, athletic Katie</br>&#8212;and how their lives unexpectedly intersect one day, when an embarrassing note falls into the wrong hands. . . .</br></br>All the crushes, humiliations, boredom, and drama of middle school are compressed into one surprising day in this extraordinary novel.<u5&#58;p></u5&#58;p></p><u5&#58;p><strong>And don't miss Terri Libenson's next book, <em>Positively Izzy</em>!</strong></u5&#58;p>
9780881032758| Mr. Quinby's going to college, Mrs. Quinby's going to work.  Now that Ramona is eight, she can go to a new school with a new teacher and ride the bus all by herself.  But after school she has to stay with Grandmother Kemp and be nice to that bratty little Willa Jean until Beezus&#151;who's tempermental enough to ruin anyone's day&#151;comes to take her home.  Life isn't as easy for Ramona as it used to be.  All the Quimbys have to adjust, and Ramona gets her chance to prove that she's "big enough for her family to depend on."
9780062363602|<P><b>The<i> </i>#1<i> New York Times </i>bestseller</b></p><P><b>The phenomenal true story of the black female mathematicians at NASA whose calculations helped fuel some of America&#8217;s greatest achievements in space. Now a major motion picture starring Taraji P. Henson, Octavia Spencer, Janelle Monae, Kirsten Dunst, and Kevin Costner. </b></p><P>Before John Glenn orbited the earth, or Neil Armstrong walked on the moon, a group of dedicated female mathematicians known as &#8220;human computers&#8221; used pencils, slide rules and adding machines to calculate the numbers that would launch rockets, and astronauts, into space. </p><P>Among these problem-solvers were a group of exceptionally talented African American women, some of the brightest minds of their generation. Originally relegated to teaching math in the South&#8217;s segregated public schools, they were called into service during the labor shortages of World War II, when America&#8217;s aeronautics industry was in dire need of anyone who had the right stuff. Suddenly, these overlooked math whizzes had a shot at jobs worthy of their skills, and they answered Uncle Sam&#8217;s call, moving to Hampton, Virginia and the fascinating, high-energy world of the Langley Memorial Aeronautical Laboratory. </p><P>Even as Virginia&#8217;s Jim Crow laws required them to be segregated from their white counterparts, the women of Langley&#8217;s all-black &#8220;West Computing&#8221; group helped America achieve one of the things it desired most&#58; a decisive victory over the Soviet Union in the Cold War, and complete domination of the heavens. </p><P>Starting in World War II and moving through to the Cold War, the Civil Rights Movement and the Space Race, <i>Hidden Figures</i> follows the interwoven accounts of Dorothy Vaughan, Mary Jackson, Katherine Johnson and Christine Darden, four African American women who participated in some of NASA&#8217;s greatest successes. It chronicles their careers over nearly three decades they faced challenges, forged alliances and used their intellect to change their own lives, and their country&#8217;s future.</p>&#160;
9780316437318|<br><b>WINNER OF THE JAMES BEARD AWARD AND IACP AWARD FOR BEST GENERAL COOKBOOK -- One of <i>Epicurious' </i>Greatest Home Cooks of All Time delivers creative, delicious weeknight dinners with this quick and easy cookbook for beginner cooks and foodies alike.</b><br><br><br>At Christopher Kimball's Milk Street, Tuesdays are the new Saturdays. That means every <i>Tuesday Nights </i>recipe delivers big, bold flavors, but the cooking is quick and easy--simple enough for the middle of the week. <br><br><br>Kimball and his team of cooks and editors search the world for straightforward techniques that deliver delicious dinners in less time. Here they present more than 200 solutions that will transform your weeknight cooking, showing how to make simple, healthy, delicious meals using pantry staples and just a few other ingredients. Here are some of the fresh, inventive meals that come together in minutes&#58;<br><ul><li><b>Miso-Ginger Chicken Salad</b></li><li><b>Rigatoni Carbonara with Ricotta</b></li><li><b>Vietnamese Meatball Lettuce Wraps</b></li><li><b>Peanut-Sesame Noodles</b></li><li><b>White Balsamic Chicken with Tarragon</b></li><li><b>Seared Strip Steak with Almond-Rosemary Salsa Verde</b></li><li><b>Chocolate-Tahini Pudding</b></li></ul><br><i>Tuesday Nights</i> is organized by the way you cook. Some chapters focus on time--with recipes that are Fast (under an hour, start to finish), Faster (45 minutes or less), and Fastest (25 minutes or less). Others highlight easy methods or themes, including Supper Salads, Roast and Simmer and Easy Additions. And there's always time for pizza, tacos, "walk-away" recipes, one-pot wonders, ultrafast 20-minute miracles, and dessert.<br><br><br><b>Great food in quick time, every night of the week.</b>
9780345497031|<P>Jordan Buchanan is thrilled that her brother and best friend are tying the knot. The wedding is a lavish affair&#8211;for the marriage of Dylan Buchanan and Kate MacKenna is no ordinary occasion. It represents the joining of two family dynasties. The ceremony and reception proceed without a hitch&#8211;until a crasher appears claiming to be a MacKenna guest. The disheveled and eccentric professor of medieval history warns that there&#8217;s &#8220;bad blood&#8221; between the couple&#8217;s clans, stemming from an ancient feud that originated in Scotland, and involving the Buchanan theft of a coveted MacKenna treasure.<br><br>Jordan has always led a cautious life and has used her intelligence and reason to become a successful businesswoman. So she is intrigued but skeptical of the professor&#8217;s claims that the feud has been kept alive by the grave injustices the Buchanans have perpetrated over the centuries. But when Noah Clayborne, a close family friend and a man who has never let a good time or a pretty girl pass him by, accuses Jordan of being trapped in her comfort zone, she determines to prove him wrong and sets out on a spontaneous adventure to the small, dusty town of Serenity, Texas, to judge the professor&#8217;s research for herself.<br><br>Maneuvering through a close-knit community in which everyone knows everyone else&#8217;s business, Jordan never anticipates the danger and intrigue that lie in her path, nor the threat that will shadow her back to Boston, where even in familiar surroundings, her life is at risk.<br><br>A powerful thug who rules by fear, a man who harbors a simmering secret, and an unexpected romance that pierces all defenses&#8211;beloved author Julie Garwood weaves these dazzling elements into a brilliant novel of romantic suspense. Shadow Dance is a searing tango of passion and peril.
9780064408677|Louis is a Trumpeter Swan who came into the world lacking a voice. When his father explained to him that he was different from other cygnets, Louis felt scared. His father, however, promised to help.
9780062872739|<P>WITH A NEW INTRODUCTION AND AFTERWORD FOR THE PAPERBACK EDITION</p><P>Fox News legal analyst Gregg Jarrett reveals the real story behind Hillary Clinton&#8217;s deep state collaborators in government and exposes their nefarious actions during and after the 2016 election.</p><P><i>The Russia Hoax</i>&#160;reveals how persons within the FBI and Barack Obama&#8217;s Justice Department worked improperly to help elect Hillary Clinton and defeat Donald Trump in the 2016 presidential election.</p><P>When this suspected effort failed, those same people appear to have pursued a contrived investigation of President Trump in an attempt to undo the election results and remove him as president.</p><P>The evidence suggests that partisans within the FBI and the Department of Justice, driven by personal animus and a misplaced sense of political righteousness, surreptitiously acted to subvert electoral democracy in our country.</p><P>The book will examine&#58;</p><ul><li>How did Hillary Clinton manage to escape prosecution despite compelling evidence she violated the law?</li><li>Did Peter Strzok, James Comey, Andrew McCabe, Loretta Lynch, and others obstruct justice by protecting Clinton?</li><li>Why was there never a legitimate criminal investigation of Clinton in the Uranium One case?</li><li>Are the text messages exchanged between Strzok and FBI lawyer Lisa Page evidence of a concerted effort to undermine the electoral process?</li><li>Was there ever any real evidence of "collusion" between Trump and the Russians?</li><li>Did Trump obstruct justice in the firing of Comey or was he legally exercising his constitutional authority?</li><li>Did the FBI and DOJ improperly use a discredited "dossier" about Trump to obtain a FISA warrant to spy on Trump associates?</li><li>Should Muller have disqualified himself under the special counsel law based on glaring conflicts of interest?</li><li>Was fired National Security Adviser Michael Flynn unfairly charged with making a false statement?</li></ul><P>With insightful analysis and a fact-filled narrative, <i>The Russia Hoax</i> delves deeply into Democrat wrongdoing.</p>
9780062338785|<p><strong>A <em>NEW YORK TIMES</em> BESTSELLER </strong></p><p><strong>From an award-winning journalist, an explosive narrative investigation of the generic drug boom that reveals fraud and life-threatening dangers on a global scale&#8212;<em>The Jungle</em>&#160;for pharmaceuticals</strong></p><p>Many have hailed the widespread use of generic drugs as one of the most important public-health developments of the twenty-first century. Today, almost 90 percent of our pharmaceutical market is comprised of generics, the majority of which are manufactured overseas. We have been reassured by our doctors, our pharmacists and our regulators that generic drugs are identical to their brand-name counterparts, just less expensive. But is this really true?</p><p>Katherine Eban&#8217;s <em>Bottle of Lies</em> exposes the deceit behind generic-drug manufacturing&#8212;and the attendant risks for global health. Drawing on exclusive accounts from whistleblowers and regulators, as well as thousands of pages of confidential FDA documents, Eban reveals an industry where fraud is rampant, companies routinely falsify data, and executives circumvent almost every principle of safe manufacturing to minimize cost and maximize profit, confident in their ability to fool inspectors. Meanwhile, patients unwittingly consume medicine with unpredictable and dangerous effects.</p><p>The story of generic drugs is truly global. It connects middle America to China, India, sub-Saharan Africa and Brazil, and represents the ultimate litmus test of globalization&#58; what are the risks of moving drug manufacturing offshore, and are they worth the savings?&#160; </p><p>A decade-long investigation with international sweep, high-stakes brinkmanship and big money at its core, <em>Bottle of Lies</em> reveals how the world&#8217;s greatest public-health innovation has become one of its most astonishing swindles.</p><p>&#160;</p>
9780316067966|<P>"Adventure, fighting, backstabbing and love abound" (VOYA) in this action-packed follow-up to the #1 New York Times blockbuster MAXIMUM RIDE&#58; THE ANGEL EXPERIMENT, now available in paperback. The heart-stopping quest of six winged kids&#151;led by fourteen-year-old Max&#151;to find their parents and investigate the mind-blowing mystery of their ultimate destiny continues when they're taken under the wing of an FBI agent and attempt, for the first time, to live "normal" lives. But going to school and making friends doesn't stop them from being relentlessly hunted by sinister spies, who lead Max to face her most frightening match yet&#58; a new and better version of herself.
9780440240792|As editor-in-chief of New York&rsquo;s leading fashion magazine, Fiona Monaghan was utterly content with her life, jetting back and forth between her stylish Manhattan and Europe&mdash;until the sweltering June day John Anderson strolled into her office. A widower with two daughters, John was as conservative as Fiona was freewheeling, both amused and appalled by her world of high-strung designers, anorexic models, Fendi-stuffed closets, and Sir Winston, her snoring bulldog. But after Fiona impulsively invited John to the Paris couture shows, somewhere between the magic of the runway and the stroll along the Seine, she let him into her heart. And within weeks of their return to New York, John was making friends with Sir Winston&mdash;and Fiona was making room in her closets.<br> &#160;<br> It didn&rsquo;t&#160;take long for the dominoes to start falling. First, John introduced Fiona to his hostile daughters and their bloodthirsty Pekingese and snarling housekeeper. Then, after a disastrous dinner party with John&rsquo;s biggest client, Fiona and John&rsquo;s relationship began to unravel with alarming speed. What happens next will set Fiona on a journey filled with pain, revelation, and awakening. When she risks everything and returns to Paris alone, an extraordinary series of events begins to unfold. And as the snow falls on the city of light, the curtain will rise on a second act Fiona never saw coming.<br> &#160;<br> In a dazzling tale of modern misadventures and career-crossed relationships, Danielle Steel captures the heady magic of instant attraction, the challenges of change&mdash;and the hope that comes when we dare to do it all over again.
9780446199056|<P><b>At a remote Tibetan monastery, FBI Special Agent Pendergast must find a powerful and ancient artifact before it falls into the wrong hands.</b><br><br> A luxury ocean liner on its maiden voyage across the North Atlantic, awash in wealth and decadence...<br><br>An ancient Tibetan box, its contents unknown, sealed with a terrifying warning...<br><br>An FBI agent destined to confront what he fears most&#151;himself...
9780060777968|<P><b>At a remote Tibetan monastery, FBI Special Agent Pendergast must find a powerful and ancient artifact before it falls into the wrong hands.</b><br><br> A luxury ocean liner on its maiden voyage across the North Atlantic, awash in wealth and decadence...<br><br>An ancient Tibetan box, its contents unknown, sealed with a terrifying warning...<br><br>An FBI agent destined to confront what he fears most&#151;himself...
9780307020673|<P><b>It's easy to learn counting with this classic Little Golden Book! </b><br><br>The rhythmic text, paired with heartwarming animal illustrations by Garth Williams, have made counting from one to ten a joy for nearly 60 years. A must for every toddler and preschooler's library.<br><br><br>Little Golden Books have been loved by children for over 75 years. When they were first published in 1942, high-quality books for children hadn&rsquo;t been available at a price most people could afford. Little Golden Books changed that! Priced at just 25 cents and sold where people shopped every day, they caused an instant sensation and were soon purchased by the hundreds of thousands. Created by such talented writers as Margaret Wise Brown (author of <i>Goodnight Moon</i>) and Richard Scarry, Little Golden Books have helped millions of children develop a lifelong love of reading. Today, Little Golden Books feature beloved classics such as <i>The Poky Little Puppy</i> and <i>Scuffy the Tugboat</i>, hot licenses, and new original stories&mdash;the classics of tomorrow, ready to be discovered between their sturdy cardboard covers and gold-foil spines.
9780307949332|<b>This bestselling book from the author of <i>Wild&#160;</i>collects the best of The Rumpus's Dear Sugar advice columns plus never-before-published pieces. Rich with humor, insight, compassion&mdash;and absolute honesty&mdash;this book<i>&#160;</i>is a balm for everything life throws our way.</b><br><br>Life can be hard&#58; your lover cheats on you; you lose a family member; you can&rsquo;t pay the bills&mdash;and it can be great&#58; you&rsquo;ve had the hottest sex of your life; you get that plum job; you muster the courage to write your novel. Sugar&mdash;the once-anonymous online columnist at <i>The Rumpus, </i>now revealed as Cheryl Strayed, author of the bestselling memoir <i>Wild</i>&mdash;is the person thousands turn to for advice.
9780312330538|<P><i>"It took me a long time and most of the world to learn what I know about love and fate and the choices we make, but the heart of it came to me in an instant, while I was chained to a wall and being tortured."</i></p><P>So begins this epic, mesmerizing first novel by Gregory David Roberts, set in the underworld of contemporary Bombay. <i>Shantaram</i> is narrated by Lin, an escaped convict with a false passport who flees maximum security prison in Australia for the teeming streets of a city where he can disappear.</p><P>Accompanied by his guide and faithful friend, Prabaker, the two enter Bombay's hidden society of beggars and gangsters, prostitutes and holy men, soldiers and actors, and Indians and exiles from other countries, who seek in this remarkable place what they cannot find elsewhere.</p><P>As a hunted man without a home, family, or identity, Lin searches for love and meaning while running a clinic in one of the city's poorest slums, and serving his apprenticeship in the dark arts of the Bombay mafia. The search leads him to war, prison torture, murder, and a series of enigmatic and bloody betrayals. The keys to unlock the mysteries and intrigues that bind Lin are held by two people. The first is Khader Khan&#58; mafia godfather, criminal-philosopher-saint, and mentor to Lin in the underworld of the Golden City. The second is Karla&#58; elusive, dangerous, and beautiful, whose passions are driven by secrets that torment her and yet give her a terrible power.</p><P>Burning slums and five-star hotels, romantic love and prison agonies, criminal wars and Bollywood films, spiritual gurus and mujaheddin guerrillas&#151;-this huge novel has the world of human experience in its reach, and a passionate love for India at its heart. Based on the life of the author, it is by any measure the debut of an extraordinary voice in literature.</p>
9780062845511|<P><b>An unforgettable coming of age novel for fans of <i>13 Reasons Why, It&#8217;s Kind of a Funny Story</i>, and <i>The Perks of Being a Wallflower</i>.</b></p><P>Fifteen-year-old Jeff wakes up on New Year&#8217;s Day to find himself in the hospital&#8212;specifically, in the psychiatric ward. Despite the bandages on his wrists, he&#8217;s positive this is all some huge mistake. Jeff is perfectly fine, perfectly normal; not like the other kids in the hospital with him.</p><P>But over the course of the next forty-five days, Jeff begins to understand why he ended up here&#8212;and realizes he has more in common with the other kids than he thought. </p><P><b>&#8220;With a sprinkling of dark humor and a full measure of humanness, <i>Suicide Notes</i> is quirky, surprising, and a riveting read.&#8221; &#8212;Ellen Hopkins, author of</b><b><i>&#160;The You I&#8217;ve Never Known </i>and <i>Love Lies Beneath</i></b></p><P><b>&#8220;Like the very best teen novels, <i>Suicide Notes</i> is both classic and edgy, timeless and provocative.&#8221; &#8212;Brent Hartinger, author of <i>Geography Club</i></b></p><P><b>&#8220;Makes a powerful emotional impact.&#8221; &#8212;<i>Publishers Weekly</i> </b><b>(starred review)</br></b></br><b>&#8220;Jeff&#8217;s wit and self-discovery are refreshing, poignant, and, at times, laugh-out-loud funny.&#8221; &#8212;<i>School Library Journal</i></b></p>
9780399536212| AM I LOSING MY MIND?<P>People with Borderline Personality Disorderexperience such violent and frightening mood swingsthat they often fear for their sanity. They can beeuphoric one moment, despairing and depressed thenext. There are an estimated 10 million sufferersof BPD living in America today &#151; each displayingremarkably similar symptoms&#58; a shaky sense of identity sudden violent outburstsoversensitivity to real or imagined rejection brief, turbulent love affairsfrequent periods of intense depressioneating disorders, drug abuse, and other<BR>self-destructive tendenciesan irrational fear of abandonment and an<BR>inability to be alone<P>For years BPD was difficult to describe, diagnose, andtreat. But now, for the first time, Dr. Jerold J. Kreismanand health writer Hal Straus offer much-neededprofessional advice, helping victims and their familiesto understand and cope with this troubling,shockingly widespread affliction.
9780316113007|<P><b>Heralded by the <i>New York Times</i> and <i>Time</i> as the couples therapy with the highest rate of success, Emotionally Focused Therapy works because it views the love relationship as an attachment bond.<br><br></b>This idea, once controversial, is now supported by science, and has become widely popular among therapists around the world. In <i>Hold Me Tight,</i> Dr. Sue Johnson presents Emotionally Focused Therapy to the general public for the first time. Johnson teaches that the way to save and enrich a relationship is to reestablish safe emotional connection and preserve the attachment bond. With this in mind, she focuses on key moments in a relationship &#151; from "Recognizing the Demon Dialogue" to "Revisiting a Rocky Moment" &#151; and uses them as touch points for seven healing conversations.<br><br>Through case studies from her practice, illuminating advice, and practical exercises, couples will learn how to nurture their relationships and ensure a lifetime of love.
9780448089010|<P>A dying criminal confesses that his loot has been stored "in the tower." Both towers of the looted mansion are searched in vain. It remains for the Hardy boys to make an astonishing discovery that clears up the mystery and clears the name of a friend&#8217;s father.
9780451480798|<P>Our "peachy" (scented) edition of <i>James and the Giant Peach</i>!<br><br> When James accidentally drops some magic crystals by the old peach tree, strange things start happening. The peach at the very tip of the tree starts growing, and growing, and growing&hellip;until it&rsquo;s as big as a house! When James crawls inside, he meets a houseful of oversized friends&mdash;Grasshopper, Centipede, Ladybug, and more. With a snip of the stem, the peach starts rolling away, and the adventure begins!
9780062334084|<P>In the eighth chapter book in the <i>New York Times</i>&#8211;bestselling series, Amelia Bedelia puts on her dancing shoes and dances up a storm! The Amelia Bedelia chapter books have sold more than one million copies and feature funny family and friendship stories with lots of wordplay just right for fans of Judy Moody and Ivy &#38; Bean.</p><P>All of Amelia Bedelia&#39;s friends love to dance. She has friends who are ballerinas, friends who do modern dance, and friends who tap. But Amelia Bedelia isn&#39;t sure what kind of dance is right for her. After all, if she is going to dance to a particular tune, she&#39;d like it to be her own! Amelia Bedelia&#39;s funny search for the perfect dance fit involves friends, family, teachers, and pets, and it will have readers dancing on air! The Amelia Bedelia chapter books star Amelia Bedelia as a young girl, are great for building vocabulary, and feature a guide to some of the idioms and expressions introduced in the story.</p>
